Completed,CMPNYCD,STOCK_HANDLING_CUSTOMER_NUMBER,STOCK_POINT,SLIP_NUMBER,TRANSACTION_CODE,SUB_TRANSACTION_CODE,TRANSACTION_DATE,TRANSACTION_TIME,PURCHASE_ORDER_NUMBER,SHIPMENT_NUMBER,SUPPLIER_COMPANY_CODE,SUPPLIER_NUMBER,TOTDETLINE,INTRANSIT_STOCK_POINT,RECEIVE_NUMBER,RX_ARRANGEMENT_NUMBER,ORGINAL_STOCK_POINT
Yes,AA30,060000,01,80646395,21,01,20221230,0,"13794676  ","13794676        ",AA30,050002,2,"  ",13794676,242270,00
Yes,AA30,060000,01,80646396,21,01,20221230,0,"13794553  ","13794553        ",AA30,050002,2,"  ",13794553,241324,00
Yes,AA30,060000,01,80646397,21,01,20221230,0,"13794688  ","13794688        ",AA30,050002,2,"  ",13794688,242360,00
Yes,AA30,060000,01,80646398,21,01,20221230,0,"13794421  ","13794421        ",AA30,050002,2,"  ",13794421,240285,00
Yes,AA30,060000,01,80646399,21,01,20221230,0,"13794788  ","13794788        ",AA30,050002,2,"  ",13794788,242906,00
Yes,AA30,060000,01,80646400,21,01,20221230,0,"13794554  ","13794554        ",AA30,050002,2,"  ",13794554,241335,00
Yes,AA30,060000,01,80646401,21,01,20221230,0,"13794590  ","13794590        ",AA30,050002,2,"  ",13794590,241550,00
Yes,AA30,060000,01,80646402,21,01,20221230,0,"13794585  ","13794585        ",AA30,050002,2,"  ",13794585,241517,00
Yes,AA30,060000,01,80646403,21,01,20221230,0,"13794569  ","13794569        ",AA30,050002,2,"  ",13794569,241415,00
Yes,AA30,060000,01,80646404,21,01,20221230,0,"30086356  ","30086356        ",AA30,050002,2,"  ",30086356,239468,00
Yes,AA30,060000,01,80646405,21,01,20221230,0,"30086374  ","30086374        ",AA30,050002,2,"  ",30086374,241754,00
Yes,AA30,060000,01,80646406,21,01,20221230,0,"30086392  ","30086392        ",AA30,050002,2,"  ",30086392,244275,00
Yes,AA30,060000,01,80646407,21,01,20221230,0,"13795396  ","13795396        ",AA30,050002,2,"  ",13795396,247251,00
Yes,AA30,060000,01,80646408,21,01,20221230,0,"13795015  ","13795015        ",AA30,050002,2,"  ",13795015,245063,00
Yes,AA30,060000,01,80646409,21,01,20221230,0,"13794723  ","13794723        ",AA30,050002,2,"  ",13794723,242586,00
Yes,AA30,060000,01,80646410,21,01,20221230,0,"13794623  ","13794623        ",AA30,050002,2,"  ",13794623,241889,00
Yes,AA30,060000,01,80646411,21,01,20221230,0,"13794586  ","13794586        ",AA30,050002,2,"  ",13794586,241528,00
Yes,AA30,060000,01,80646412,21,01,20221230,0,"13794255  ","13794255        ",AA30,050002,2,"  ",13794255,238669,00
Yes,AA30,060000,01,80646413,21,01,20221230,0,"13794303  ","13794303        ",AA30,050002,2,"  ",13794303,239082,00
Yes,AA30,060000,01,80646414,21,01,20221230,0,"13795406  ","13795406        ",AA30,050002,2,"  ",13795406,247320,00
Yes,AA30,060000,01,80646415,21,01,20221230,0,"13795444  ","13795444        ",AA30,050002,2,"  ",13795444,247502,00
Yes,AA30,060000,01,80646416,21,01,20221230,0,"13795370  ","13795370        ",AA30,050002,2,"  ",13795370,247116,00
Yes,AA30,060000,01,80646417,21,01,20221230,0,"13794472  ","13794472        ",AA30,050002,2,"  ",13794472,240730,00
Yes,AA30,060000,01,80646418,21,01,20221230,0,"13795164  ","13795164        ",AA30,050002,2,"  ",13795164,245697,00
Yes,AA30,060000,01,77501474,31,04,20221230,0,"          ","                ","    ","      ",2,"  ",13794938,244027,00
Yes,AA30,060000,01,77501475,32,01,20221230,0,"          ","                ","    ","      ",2,"  ",13794938,244027,00
Yes,AA30,060000,01,80646419,21,01,20221230,0,"13794256  ","13794256        ",AA30,050002,2,"  ",13794256,238670,00
Yes,AA30,060000,01,80646420,21,01,20221230,0,"13795353  ","13795353        ",AA30,050002,2,"  ",13795353,246929,00
Yes,AA30,060000,01,80646421,21,01,20221230,0,"13795531  ","13795531        ",AA30,050002,2,"  ",13795531,248040,00
Yes,AA30,060000,01,80646422,21,01,20221230,0,"13795286  ","13795286        ",AA30,050002,2,"  ",13795286,246587,00
Yes,AA30,060000,01,80646423,21,01,20221230,0,"13795231  ","13795231        ",AA30,050002,2,"  ",13795231,246180,00
Yes,AA30,060000,01,80646424,21,01,20221230,0,"13795668  ","13795668        ",AA30,050002,1,"  ",13795668,249122,00
Yes,AA30,060000,01,80646425,21,01,20221230,0,"13795042  ","13795042        ",AA30,050002,2,"  ",13795042,245176,00
Yes,AA30,060000,01,80646428,21,01,20221230,0,"13795197  ","13795197        ",AA30,050002,1,"  ",13795197,245890,00
Yes,AA30,060000,01,80646429,21,01,20221230,0,"13795025  ","13795025        ",AA30,050002,2,"  ",13795025,245132,00
Yes,AA30,060000,01,80646430,21,01,20221230,0,"13795149  ","13795149        ",AA30,050002,2,"  ",13795149,245610,00
Yes,AA30,060000,01,80646431,21,01,20221230,0,"13795028  ","13795028        ",AA30,050002,2,"  ",13795028,245143,00
Yes,AA30,060000,01,80646432,21,01,20221230,0,"13793965  ","13793965        ",AA30,050002,2,"  ",13793965,236710,00
Yes,AA30,060000,01,80646433,21,01,20221230,0,"13794952  ","13794952        ",AA30,050002,2,"  ",13794952,244162,00
Yes,AA30,060000,01,80646434,21,01,20221230,0,"13794659  ","13794659        ",AA30,050002,2,"  ",13794659,242189,00
Yes,AA30,060000,01,80646435,21,01,20221230,0,"13794683  ","13794683        ",AA30,050002,2,"  ",13794683,242338,00
Yes,AA30,060000,01,80646436,21,01,20221230,0,"13794945  ","13794945        ",AA30,050002,2,"  ",13794945,244093,00
Yes,AA30,060000,01,80646437,21,01,20221230,0,"13794333  ","13794333        ",AA30,050002,2,"  ",13794333,239333,00
Yes,AA30,060000,01,80646438,21,01,20221230,0,"13794672  ","13794672        ",AA30,050002,2,"  ",13794672,242247,00
Yes,AA30,060000,01,80646439,21,01,20221230,0,"30086401  ","30086401        ",AA30,050002,2,"  ",30086401,244741,00
Yes,AA30,060000,01,80646440,21,01,20221230,0,"13795005  ","13795005        ",AA30,050002,2,"  ",13795005,244424,00
Yes,AA30,060000,01,80646441,21,01,20221230,0,"13795054  ","13795054        ",AA30,050002,2,"  ",13795054,245223,00
Yes,AA30,060000,01,80646442,21,01,20221230,0,"13795046  ","13795046        ",AA30,050002,2,"  ",13795046,245198,00
Yes,AA30,060000,01,80646443,21,01,20221230,0,"13794816  ","13794816        ",AA30,050002,2,"  ",13794816,243115,00
Yes,AA30,060000,01,80646444,21,01,20221230,0,"13794911  ","13794911        ",AA30,050002,2,"  ",13794911,243830,00
Yes,AA30,060000,01,80646445,21,01,20221230,0,"13794321  ","13794321        ",AA30,050002,2,"  ",13794321,239242,00
Yes,AA30,060000,01,80646446,21,01,20221230,0,"13794551  ","13794551        ",AA30,050002,2,"  ",13794551,241302,00
Yes,AA30,060000,01,80646447,21,01,20221230,0,"13794368  ","13794368        ",AA30,050002,2,"  ",13794368,239967,00
Yes,AA30,060000,01,80646448,21,01,20221230,0,"13793336  ","13793336        ",AA30,050002,2,"  ",13793336,234034,00
Yes,AA30,060000,01,80646449,21,01,20221230,0,"13795049  ","13795049        ",AA30,050002,2,"  ",13795049,245201,00
Yes,AA30,060000,01,80646450,21,01,20221230,0,"13795126  ","13795126        ",AA30,050002,1,"  ",13795126,245493,00
Yes,AA30,060000,01,80646451,21,01,20221230,0,"13795125  ","13795125        ",AA30,050002,1,"  ",13795125,245482,00
Yes,AA30,060000,01,80646452,21,01,20221230,0,"13795130  ","13795130        ",AA30,050002,2,"  ",13795130,245507,00
Yes,AA30,060000,01,80646453,21,01,20221230,0,"13794796  ","13794796        ",AA30,050002,2,"  ",13794796,242950,00
Yes,AA30,060000,01,80646454,21,01,20221230,0,"13794679  ","13794679        ",AA30,050002,2,"  ",13794679,242291,00
Yes,AA30,060000,01,80646455,21,01,20221230,0,"13794998  ","13794998        ",AA30,050002,2,"  ",13794998,244388,00
Yes,AA30,060000,01,80646456,21,01,20221230,0,"30086423  ","30086423        ",AA30,050002,2,"  ",30086423,247230,00
Yes,AA30,060000,01,80646457,21,01,20221230,0,"13795336  ","13795336        ",AA30,050002,1,"  ",13795336,246816,00
Yes,AA30,060000,01,80646458,21,01,20221230,0,"30086394  ","30086394        ",AA30,050002,2,"  ",30086394,244402,00
Yes,AA30,060000,01,80646459,21,01,20221230,0,"13795185  ","13795185        ",AA30,050002,1,"  ",13795185,245802,00
Yes,AA30,060000,01,80646460,21,01,20221230,0,"13794056  ","13794056        ",AA30,050002,2,"  ",13794056,237291,00
Yes,AA30,060000,01,80646461,21,01,20221230,0,"13794678  ","13794678        ",AA30,050002,2,"  ",13794678,242280,00
Yes,AA30,060000,01,80646462,21,01,20221230,0,"13794909  ","13794909        ",AA30,050002,2,"  ",13794909,243807,00
Yes,AA30,060000,01,80646463,21,01,20221230,0,"13794970  ","13794970        ",AA30,050002,2,"  ",13794970,244297,00
Yes,AA30,060000,01,80646464,21,01,20221230,0,"13793491  ","13793491        ",AA30,050002,1,"  ",13793491,234409,00
Yes,AA30,060000,01,80646465,21,01,20221230,0,"13795102  ","13795102        ",AA30,050002,2,"  ",13795102,245303,00
Yes,AA30,060000,01,80646466,21,01,20221230,0,"30086382  ","30086382        ",AA30,050002,2,"  ",30086382,242451,00
Yes,AA30,060000,01,80646467,21,01,20221230,0,"13795319  ","13795319        ",AA30,050002,2,"  ",13795319,246747,00
Yes,AA30,060000,01,80646468,21,01,20221230,0,"13795420  ","13795420        ",AA30,050002,2,"  ",13795420,247400,00
Yes,AA30,060000,01,80646469,21,01,20221230,0,"13795521  ","13795521        ",AA30,050002,2,"  ",13795521,247965,00
Yes,AA30,060000,01,80646470,21,01,20221230,0,"13795470  ","13795470        ",AA30,050002,2,"  ",13795470,247590,00
Yes,AA30,060000,01,80646471,21,01,20221230,0,"13795237  ","13795237        ",AA30,050002,2,"  ",13795237,246237,00
Yes,AA30,060000,01,80646472,21,01,20221230,0,"13795349  ","13795349        ",AA30,050002,2,"  ",13795349,246893,00
Yes,AA30,060000,01,80646426,21,01,20221230,0,"13795490  ","13795490        ",AA30,050002,2,"  ",13795490,247739,00
Yes,AA30,060000,01,80646427,21,01,20221230,0,"13795278  ","13795278        ",AA30,050002,2,"  ",13795278,246521,00
Yes,AA30,060000,01,80646473,21,01,20221230,0,"13794936  ","13794936        ",AA30,050002,1,"  ",13794936,244005,00
Yes,AA30,060000,01,80646474,21,01,20221230,0,"13794955  ","13794955        ",AA30,050002,2,"  ",13794955,244184,00
Yes,AA30,060000,01,80646475,21,01,20221230,0,"13794933  ","13794933        ",AA30,050002,2,"  ",13794933,243975,00
Yes,AA30,060000,01,80646476,21,01,20221230,0,"13794937  ","13794937        ",AA30,050002,2,"  ",13794937,244016,00
Yes,AA30,060000,01,80646477,21,01,20221230,0,"13794972  ","13794972        ",AA30,050002,2,"  ",13794972,244300,00
Yes,AA30,060000,01,80646478,21,01,20221230,0,"13795451  ","13795451        ",AA30,050002,2,"  ",13795451,247546,00
Yes,AA30,060000,01,80646479,21,01,20221230,0,"13795408  ","13795408        ",AA30,050002,2,"  ",13795408,247331,00
Yes,AA30,060000,01,80646480,21,01,20221230,0,"13795348  ","13795348        ",AA30,050002,2,"  ",13795348,246882,00
Yes,AA30,060000,01,80646481,21,01,20221230,0,"13794316  ","13794316        ",AA30,050002,2,"  ",13794316,239195,00
Yes,AA30,060000,01,80646482,21,01,20221230,0,"13794924  ","13794924        ",AA30,050002,2,"  ",13794924,243920,00
Yes,AA30,060000,01,80646483,21,01,20221230,0,"13794314  ","13794314        ",AA30,050002,2,"  ",13794314,239173,00
Yes,AA30,060000,01,80646484,21,01,20221230,0,"13794398  ","13794398        ",AA30,050002,2,"  ",13794398,240106,00
Yes,AA30,060000,01,80646485,21,01,20221230,0,"13795019  ","13795019        ",AA30,050002,2,"  ",13795019,245100,00
Yes,AA30,060000,01,80646486,21,01,20221230,0,"13794943  ","13794943        ",AA30,050002,2,"  ",13794943,244071,00
Yes,AA30,060000,01,80646487,21,01,20221230,0,"13794244  ","13794244        ",AA30,050002,2,"  ",13794244,238578,00
Yes,AA30,060000,01,80646488,21,01,20221230,0,"13794938  ","13794938        ",AA30,050002,2,"  ",13794938,244027,00
Yes,AA30,060000,01,80646489,21,01,20221230,0,"13794594  ","13794594        ",AA30,050002,2,"  ",13794594,241608,00
Yes,AA30,060000,01,80646490,21,01,20221230,0,"13794404  ","13794404        ",AA30,050002,2,"  ",13794404,240150,00
Yes,AA30,060000,01,80646491,21,01,20221230,0,"13794934  ","13794934        ",AA30,050002,2,"  ",13794934,243986,00
Yes,AA30,060000,01,80646492,21,01,20221230,0,"13794963  ","13794963        ",AA30,050002,2,"  ",13794963,244231,00
Yes,AA30,060000,01,80646493,21,01,20221230,0,"13794935  ","13794935        ",AA30,050002,1,"  ",13794935,243997,00
Yes,AA30,060000,01,80646494,21,01,20221230,0,"13794558  ","13794558        ",AA30,050002,2,"  ",13794558,241368,00
Yes,AA30,060000,01,80646495,21,01,20221230,0,"13794763  ","13794763        ",AA30,050002,2,"  ",13794763,242677,00
Yes,AA30,060000,01,80646496,21,01,20221230,0,"13794770  ","13794770        ",AA30,050002,2,"  ",13794770,242746,00
Yes,AA30,060000,01,80646497,21,01,20221230,0,"13793860  ","13793860        ",AA30,050002,2,"  ",13793860,236110,00
Yes,AA30,060000,01,80646498,21,01,20221230,0,"13795187  ","13795187        ",AA30,050002,2,"  ",13795187,245824,00
Yes,AA30,060000,01,80646499,21,01,20221230,0,"13794647  ","13794647        ",AA30,050002,2,"  ",13794647,242087,00
Yes,AA30,060000,01,80646500,21,01,20221230,0,"13795267  ","13795267        ",AA30,050002,2,"  ",13795267,246408,00
Yes,AA30,060000,01,80646501,21,01,20221230,0,"13794721  ","13794721        ",AA30,050002,2,"  ",13794721,242575,00
Yes,AA30,060000,01,80646502,21,01,20221230,0,"13794306  ","13794306        ",AA30,050002,2,"  ",13794306,239118,00
Yes,AA30,060000,01,80646503,21,01,20221230,0,"13794756  ","13794756        ",AA30,050002,2,"  ",13794756,242655,00
Yes,AA30,060000,01,80646504,21,01,20221230,0,"13795268  ","13795268        ",AA30,050002,2,"  ",13795268,246452,00
Yes,AA30,060000,01,80646505,21,01,20221230,0,"13793832  ","13793832        ",AA30,050002,2,"  ",13793832,236018,00
Yes,AA30,060000,01,80646506,21,01,20221230,0,"13794901  ","13794901        ",AA30,050002,1,"  ",13794901,243760,00
Yes,AA30,060000,01,80646507,21,01,20221230,0,"13795383  ","13795383        ",AA30,050002,2,"  ",13795383,247182,00
Yes,AA30,060000,01,80646508,21,01,20221230,0,"13794806  ","13794806        ",AA30,050002,2,"  ",13794806,243024,00
Yes,AA30,060000,01,80646509,21,01,20221230,0,"13794807  ","13794807        ",AA30,050002,2,"  ",13794807,243035,00
Yes,AA30,060000,01,80646510,21,01,20221230,0,"13794581  ","13794581        ",AA30,050002,2,"  ",13794581,241492,00
Yes,AA30,060000,01,80646511,21,01,20221230,0,"13794809  ","13794809        ",AA30,050002,2,"  ",13794809,243080,00
Yes,AA30,060000,01,80646512,21,01,20221230,0,"13794892  ","13794892        ",AA30,050002,2,"  ",13794892,243658,00
Yes,AA30,060000,01,80646513,21,01,20221230,0,"13794877  ","13794877        ",AA30,050002,2,"  ",13794877,243556,00
Yes,AA30,060000,01,80646514,21,01,20221230,0,"13794882  ","13794882        ",AA30,050002,2,"  ",13794882,243589,00
Yes,AA30,060000,01,80646515,21,01,20221230,0,"13794779  ","13794779        ",AA30,050002,2,"  ",13794779,242826,00
Yes,AA30,060000,01,80646516,21,01,20221230,0,"13794950  ","13794950        ",AA30,050002,2,"  ",13794950,244140,00
Yes,AA30,060000,01,80646517,21,01,20221230,0,"13794848  ","13794848        ",AA30,050002,2,"  ",13794848,243374,00
Yes,AA30,060000,01,80646518,21,01,20221230,0,"13794259  ","13794259        ",AA30,050002,2,"  ",13794259,238691,00
Yes,AA30,060000,01,80646519,21,01,20221230,0,"13794579  ","13794579        ",AA30,050002,2,"  ",13794579,241470,00
Yes,AA30,060000,01,80646520,21,01,20221230,0,"13794841  ","13794841        ",AA30,050002,2,"  ",13794841,243308,00
Yes,AA30,060000,01,80646521,21,01,20221230,0,"13794874  ","13794874        ",AA30,050002,2,"  ",13794874,243534,00
Yes,AA30,060000,01,80646522,21,01,20221230,0,"13794824  ","13794824        ",AA30,050002,2,"  ",13794824,243192,00
Yes,AA30,060000,01,80646523,21,01,20221230,0,"13794840  ","13794840        ",AA30,050002,2,"  ",13794840,243294,00
Yes,AA30,060000,01,80646524,21,01,20221230,0,"13794801  ","13794801        ",AA30,050002,2,"  ",13794801,242994,00
Yes,AA30,060000,01,80646525,21,01,20221230,0,"13794050  ","13794050        ",AA30,050002,2,"  ",13794050,237247,00
Yes,AA30,060000,01,80646526,21,01,20221230,0,"13793822  ","13793822        ",AA30,050002,2,"  ",13793822,235999,00
Yes,AA30,060000,01,80646527,21,01,20221230,0,"13794899  ","13794899        ",AA30,050002,2,"  ",13794899,243705,00
